DATE,WEEKDAY,DAY,EVENT,YEAR,MONTH
2014-07-03,Thursday,d 1252,,2014,7
2014-07-04,Friday,d 1253,,2014,7
2014-07-05,Saturday,d 1254,,2014,7
2014-07-06,Sunday,d 1255,,2014,7
2014-07-07,Monday,d 1256,,2014,7
2014-07-08,Tuesday,d 1257,,2014,7
2014-07-09,Wednesday,d 1258,,2014,7
2014-07-10,Thursday,d 1259,,2014,7
2014-07-11,Friday,d 1260,,2014,7
2014-07-12,Saturday,d 1261,,2014,7
2014-07-13,Sunday,d 1262,,2014,7
2014-07-14,Monday,d 1263,,2014,7
2014-07-15,Tuesday,d 1264,,2014,7
2014-07-16,Wednesday,d 1265,,2014,7
2014-07-17,Thursday,d 1266,,2014,7
2014-07-18,Friday,d 1267,,2014,7
2014-07-19,Saturday,d 1268,,2014,7
2014-07-20,Sunday,d 1269,,2014,7
2014-07-21,Monday,d 1270,,2014,7
2014-07-22,Tuesday,d 1271,,2014,7
2014-07-23,Wednesday,d 1272,,2014,7
2014-07-24,Thursday,d 1273,,2014,7
2014-07-25,Friday,d 1274,,2014,7
2014-07-26,Saturday,d 1275,,2014,7
2014-07-27,Sunday,d 1276,,2014,7
2014-07-28,Monday,d 1277,,2014,7
2014-07-29,Tuesday,d 1278,,2014,7
2014-07-30,Wednesday,d 1279,,2014,7
2014-07-31,Thursday,d 1280,,2014,7
2014-08-01,Friday,d 1281,,2014,8
2014-08-02,Saturday,d 1282,,2014,8
2014-08-03,Sunday,d 1283,,2014,8
2014-08-04,Monday,d 1284,,2014,8
2014-08-05,Tuesday,d 1285,,2014,8
2014-08-06,Wednesday,d 1286,,2014,8
2014-08-07,Thursday,d 1287,,2014,8
2014-08-08,Friday,d 1288,,2014,8
2014-08-09,Saturday,d 1289,,2014,8
2014-08-10,Sunday,d 1290,,2014,8
2014-08-11,Monday,d 1291,,2014,8
2014-08-12,Tuesday,d 1292,,2014,8
2014-08-13,Wednesday,d 1293,,2014,8
2014-08-14,Thursday,d 1294,,2014,8
2014-08-15,Friday,d 1295,,2014,8
2014-08-16,Saturday,d 1296,,2014,8
2014-08-17,Sunday,d 1297,,2014,8
2014-08-18,Monday,d 1298,,2014,8
2014-08-19,Tuesday,d 1299,,2014,8
2014-08-20,Wednesday,d 1300,,2014,8
2014-08-21,Thursday,d 1301,,2014,8
2014-08-22,Friday,d 1302,,2014,8
2014-08-23,Saturday,d 1303,,2014,8
2014-08-24,Sunday,d 1304,,2014,8
2014-08-25,Monday,d 1305,,2014,8
2014-08-26,Tuesday,d 1306,,2014,8
2014-08-27,Wednesday,d 1307,,2014,8
2014-08-28,Thursday,d 1308,,2014,8
2014-08-29,Friday,d 1309,,2014,8
2014-08-30,Saturday,d 1310,,2014,8
2014-08-31,Sunday,d 1311,,2014,8
2014-09-01,Monday,d 1312,,2014,9
2014-09-02,Tuesday,d 1313,,2014,9
2014-09-03,Wednesday,d 1314,,2014,9
2014-09-04,Thursday,d 1315,,2014,9
2014-09-05,Friday,d 1316,,2014,9
2014-09-06,Saturday,d 1317,,2014,9
2014-09-07,Sunday,d 1318,,2014,9
2014-09-08,Monday,d 1319,,2014,9
2014-09-09,Tuesday,d 1320,,2014,9
2014-09-10,Wednesday,d 1321,,2014,9
2014-09-11,Thursday,d 1322,,2014,9
2014-09-12,Friday,d 1323,,2014,9
2014-09-13,Saturday,d 1324,,2014,9
2014-09-14,Sunday,d 1325,,2014,9
2014-09-15,Monday,d 1326,,2014,9
2014-09-16,Tuesday,d 1327,,2014,9
2014-09-17,Wednesday,d 1328,,2014,9
2014-09-18,Thursday,d 1329,,2014,9
2014-09-19,Friday,d 1330,,2014,9
2014-09-20,Saturday,d 1331,,2014,9
2014-09-21,Sunday,d 1332,,2014,9
2014-09-22,Monday,d 1333,,2014,9
2014-09-23,Tuesday,d 1334,,2014,9
2014-09-24,Wednesday,d 1335,,2014,9
2014-09-25,Thursday,d 1336,,2014,9
2014-09-26,Friday,d 1337,,2014,9
2014-09-27,Saturday,d 1338,,2014,9
2014-09-28,Sunday,d 1339,,2014,9
2014-09-29,Monday,d 1340,,2014,9
2014-09-30,Tuesday,d 1341,,2014,9
2014-10-01,Wednesday,d 1342,,2014,10
2014-10-02,Thursday,d 1343,,2014,10
2014-10-03,Friday,d 1344,,2014,10
2014-10-04,Saturday,d 1345,,2014,10
2014-10-05,Sunday,d 1346,,2014,10
2014-10-06,Monday,d 1347,,2014,10
2014-10-07,Tuesday,d 1348,,2014,10
2014-10-08,Wednesday,d 1349,,2014,10
2014-10-09,Thursday,d 1350,,2014,10
2014-10-10,Friday,d 1351,,2014,10
2014-10-11,Saturday,d 1352,,2014,10
2014-10-12,Sunday,d 1353,,2014,10
2014-10-13,Monday,d 1354,,2014,10
2014-10-14,Tuesday,d 1355,,2014,10
2014-10-15,Wednesday,d 1356,,2014,10
2014-10-16,Thursday,d 1357,,2014,10
2014-10-17,Friday,d 1358,,2014,10
2014-10-18,Saturday,d 1359,,2014,10
2014-10-19,Sunday,d 1360,,2014,10
2014-10-20,Monday,d 1361,,2014,10
2014-10-21,Tuesday,d 1362,,2014,10
2014-10-22,Wednesday,d 1363,,2014,10
2014-10-23,Thursday,d 1364,,2014,10
2014-10-24,Friday,d 1365,,2014,10
2014-10-25,Saturday,d 1366,,2014,10
2014-10-26,Sunday,d 1367,,2014,10
2014-10-27,Monday,d 1368,,2014,10
2014-10-28,Tuesday,d 1369,,2014,10
2014-10-29,Wednesday,d 1370,,2014,10
2014-10-30,Thursday,d 1371,,2014,10
2014-10-31,Friday,d 1372,,2014,10
2014-11-01,Saturday,d 1373,,2014,11
2014-11-02,Sunday,d 1374,,2014,11
2014-11-03,Monday,d 1375,,2014,11
2014-11-04,Tuesday,d 1376,,2014,11
2014-11-05,Wednesday,d 1377,,2014,11
2014-11-06,Thursday,d 1378,,2014,11
2014-11-07,Friday,d 1379,,2014,11
2014-11-08,Saturday,d 1380,,2014,11
2014-11-09,Sunday,d 1381,,2014,11
2014-11-10,Monday,d 1382,,2014,11
2014-11-11,Tuesday,d 1383,,2014,11
2014-11-12,Wednesday,d 1384,,2014,11
2014-11-13,Thursday,d 1385,,2014,11
2014-11-14,Friday,d 1386,,2014,11
2014-11-15,Saturday,d 1387,,2014,11
2014-11-16,Sunday,d 1388,,2014,11
2014-11-17,Monday,d 1389,,2014,11
2014-11-18,Tuesday,d 1390,,2014,11
2014-11-19,Wednesday,d 1391,,2014,11
2014-11-20,Thursday,d 1392,,2014,11
2014-11-21,Friday,d 1393,,2014,11
2014-11-22,Saturday,d 1394,,2014,11
2014-11-23,Sunday,d 1395,,2014,11
2014-11-24,Monday,d 1396,,2014,11
2014-11-25,Tuesday,d 1397,,2014,11
2014-11-26,Wednesday,d 1398,,2014,11
2014-11-27,Thursday,d 1399,Thanksgiving,2014,11
2014-11-28,Friday,d 1400,,2014,11
2014-11-29,Saturday,d 1401,,2014,11
2014-11-30,Sunday,d 1402,,2014,11
2014-12-01,Monday,d 1403,,2014,12
2014-12-02,Tuesday,d 1404,,2014,12
2014-12-03,Wednesday,d 1405,,2014,12
2014-12-04,Thursday,d 1406,,2014,12
2014-12-05,Friday,d 1407,,2014,12
2014-12-06,Saturday,d 1408,,2014,12
2014-12-07,Sunday,d 1409,,2014,12
2014-12-08,Monday,d 1410,,2014,12
2014-12-09,Tuesday,d 1411,,2014,12
2014-12-10,Wednesday,d 1412,,2014,12
2014-12-11,Thursday,d 1413,,2014,12
2014-12-12,Friday,d 1414,,2014,12
2014-12-13,Saturday,d 1415,,2014,12
2014-12-14,Sunday,d 1416,,2014,12
2014-12-15,Monday,d 1417,,2014,12
2014-12-16,Tuesday,d 1418,,2014,12
2014-12-17,Wednesday,d 1419,,2014,12
2014-12-18,Thursday,d 1420,,2014,12
2014-12-19,Friday,d 1421,,2014,12
2014-12-20,Saturday,d 1422,,2014,12
2014-12-21,Sunday,d 1423,,2014,12
2014-12-22,Monday,d 1424,,2014,12
2014-12-23,Tuesday,d 1425,,2014,12
2014-12-24,Wednesday,d 1426,,2014,12
2014-12-25,Thursday,d 1427,Christmas,2014,12
2014-12-26,Friday,d 1428,,2014,12
2014-12-27,Saturday,d 1429,,2014,12
2014-12-28,Sunday,d 1430,,2014,12
2014-12-29,Monday,d 1431,,2014,12
2014-12-30,Tuesday,d 1432,,2014,12
2014-12-31,Wednesday,d 1433,,2014,12
2015-01-01,Thursday,d 1434,NewYear,2015,1
2015-01-02,Friday,d 1435,,2015,1
2015-01-03,Saturday,d 1436,,2015,1
2015-01-04,Sunday,d 1437,,2015,1
2015-01-05,Monday,d 1438,,2015,1
2015-01-06,Tuesday,d 1439,,2015,1
2015-01-07,Wednesday,d 1440,,2015,1
2015-01-08,Thursday,d 1441,,2015,1
2015-01-09,Friday,d 1442,,2015,1
2015-01-10,Saturday,d 1443,,2015,1
2015-01-11,Sunday,d 1444,,2015,1
2015-01-12,Monday,d 1445,,2015,1
2015-01-13,Tuesday,d 1446,,2015,1
2015-01-14,Wednesday,d 1447,,2015,1
2015-01-15,Thursday,d 1448,,2015,1
2015-01-16,Friday,d 1449,,2015,1
2015-01-17,Saturday,d 1450,,2015,1
2015-01-18,Sunday,d 1451,,2015,1
2015-01-19,Monday,d 1452,,2015,1
2015-01-20,Tuesday,d 1453,,2015,1
2015-01-21,Wednesday,d 1454,,2015,1
2015-01-22,Thursday,d 1455,,2015,1
2015-01-23,Friday,d 1456,,2015,1
2015-01-24,Saturday,d 1457,,2015,1
2015-01-25,Sunday,d 1458,,2015,1
2015-01-26,Monday,d 1459,,2015,1
2015-01-27,Tuesday,d 1460,,2015,1
2015-01-28,Wednesday,d 1461,,2015,1
2015-01-29,Thursday,d 1462,,2015,1
2015-01-30,Friday,d 1463,,2015,1
2015-01-31,Saturday,d 1464,,2015,1
2015-02-01,Sunday,d 1465,SuperBowl,2015,2
2015-02-02,Monday,d 1466,,2015,2
2015-02-03,Tuesday,d 1467,,2015,2
2015-02-04,Wednesday,d 1468,,2015,2
2015-02-05,Thursday,d 1469,,2015,2
2015-02-06,Friday,d 1470,,2015,2
2015-02-07,Saturday,d 1471,,2015,2
2015-02-08,Sunday,d 1472,,2015,2
2015-02-09,Monday,d 1473,,2015,2
2015-02-10,Tuesday,d 1474,,2015,2
2015-02-11,Wednesday,d 1475,,2015,2
2015-02-12,Thursday,d 1476,,2015,2
2015-02-13,Friday,d 1477,,2015,2
2015-02-14,Saturday,d 1478,,2015,2
2015-02-15,Sunday,d 1479,,2015,2
2015-02-16,Monday,d 1480,,2015,2
2015-02-17,Tuesday,d 1481,,2015,2
2015-02-18,Wednesday,d 1482,,2015,2
2015-02-19,Thursday,d 1483,,2015,2
2015-02-20,Friday,d 1484,,2015,2
2015-02-21,Saturday,d 1485,,2015,2
2015-02-22,Sunday,d 1486,,2015,2
2015-02-23,Monday,d 1487,,2015,2
2015-02-24,Tuesday,d 1488,,2015,2
2015-02-25,Wednesday,d 1489,,2015,2
2015-02-26,Thursday,d 1490,,2015,2
2015-02-27,Friday,d 1491,,2015,2
2015-02-28,Saturday,d 1492,,2015,2
2015-03-01,Sunday,d 1493,,2015,3
2015-03-02,Monday,d 1494,,2015,3
2015-03-03,Tuesday,d 1495,,2015,3
2015-03-04,Wednesday,d 1496,,2015,3
2015-03-05,Thursday,d 1497,,2015,3
2015-03-06,Friday,d 1498,,2015,3
2015-03-07,Saturday,d 1499,,2015,3
2015-03-08,Sunday,d 1500,,2015,3
2015-03-09,Monday,d 1501,,2015,3
2015-03-10,Tuesday,d 1502,,2015,3
2015-03-11,Wednesday,d 1503,,2015,3
2015-03-12,Thursday,d 1504,,2015,3
2015-03-13,Friday,d 1505,,2015,3
2015-03-14,Saturday,d 1506,,2015,3
2015-03-15,Sunday,d 1507,,2015,3
2015-03-16,Monday,d 1508,,2015,3
2015-03-17,Tuesday,d 1509,,2015,3
2015-03-18,Wednesday,d 1510,,2015,3
2015-03-19,Thursday,d 1511,,2015,3
2015-03-20,Friday,d 1512,,2015,3
2015-03-21,Saturday,d 1513,,2015,3
2015-03-22,Sunday,d 1514,,2015,3
2015-03-23,Monday,d 1515,,2015,3
2015-03-24,Tuesday,d 1516,,2015,3
2015-03-25,Wednesday,d 1517,,2015,3
2015-03-26,Thursday,d 1518,,2015,3
2015-03-27,Friday,d 1519,,2015,3
2015-03-28,Saturday,d 1520,,2015,3
2015-03-29,Sunday,d 1521,,2015,3
2015-03-30,Monday,d 1522,,2015,3
2015-03-31,Tuesday,d 1523,,2015,3
2015-04-01,Wednesday,d 1524,,2015,4
2015-04-02,Thursday,d 1525,,2015,4
2015-04-03,Friday,d 1526,,2015,4
2015-04-04,Saturday,d 1527,,2015,4
2015-04-05,Sunday,d 1528,Easter,2015,4
2015-04-06,Monday,d 1529,,2015,4
2015-04-07,Tuesday,d 1530,,2015,4
2015-04-08,Wednesday,d 1531,,2015,4
2015-04-09,Thursday,d 1532,,2015,4
2015-04-10,Friday,d 1533,,2015,4
2015-04-11,Saturday,d 1534,,2015,4
2015-04-12,Sunday,d 1535,,2015,4
2015-04-13,Monday,d 1536,,2015,4
2015-04-14,Tuesday,d 1537,,2015,4
2015-04-15,Wednesday,d 1538,,2015,4
2015-04-16,Thursday,d 1539,,2015,4
2015-04-17,Friday,d 1540,,2015,4
2015-04-18,Saturday,d 1541,,2015,4
2015-04-19,Sunday,d 1542,,2015,4
2015-04-20,Monday,d 1543,,2015,4
2015-04-21,Tuesday,d 1544,,2015,4
2015-04-22,Wednesday,d 1545,,2015,4
2015-04-23,Thursday,d 1546,,2015,4
2015-04-24,Friday,d 1547,,2015,4
2015-04-25,Saturday,d 1548,,2015,4
2015-04-26,Sunday,d 1549,,2015,4
2015-04-27,Monday,d 1550,,2015,4
2015-04-28,Tuesday,d 1551,,2015,4
2015-04-29,Wednesday,d 1552,,2015,4
2015-04-30,Thursday,d 1553,,2015,4
2015-05-01,Friday,d 1554,,2015,5
2015-05-02,Saturday,d 1555,,2015,5
2015-05-03,Sunday,d 1556,,2015,5
2015-05-04,Monday,d 1557,,2015,5
2015-05-05,Tuesday,d 1558,,2015,5
2015-05-06,Wednesday,d 1559,,2015,5
2015-05-07,Thursday,d 1560,,2015,5
2015-05-08,Friday,d 1561,,2015,5
2015-05-09,Saturday,d 1562,,2015,5
2015-05-10,Sunday,d 1563,,2015,5
2015-05-11,Monday,d 1564,,2015,5
2015-05-12,Tuesday,d 1565,,2015,5
2015-05-13,Wednesday,d 1566,,2015,5
2015-05-14,Thursday,d 1567,,2015,5
2015-05-15,Friday,d 1568,,2015,5
2015-05-16,Saturday,d 1569,,2015,5
2015-05-17,Sunday,d 1570,,2015,5
2015-05-18,Monday,d 1571,,2015,5
2015-05-19,Tuesday,d 1572,,2015,5
2015-05-20,Wednesday,d 1573,,2015,5
2015-05-21,Thursday,d 1574,,2015,5
2015-05-22,Friday,d 1575,,2015,5
2015-05-23,Saturday,d 1576,,2015,5
2015-05-24,Sunday,d 1577,,2015,5
2015-05-25,Monday,d 1578,,2015,5
2015-05-26,Tuesday,d 1579,,2015,5
2015-05-27,Wednesday,d 1580,,2015,5
2015-05-28,Thursday,d 1581,,2015,5
2015-05-29,Friday,d 1582,,2015,5
2015-05-30,Saturday,d 1583,,2015,5
2015-05-31,Sunday,d 1584,,2015,5
2015-06-01,Monday,d 1585,,2015,6
2015-06-02,Tuesday,d 1586,,2015,6
2015-06-03,Wednesday,d 1587,,2015,6
2015-06-04,Thursday,d 1588,,2015,6
2015-06-05,Friday,d 1589,,2015,6
2015-06-06,Saturday,d 1590,,2015,6
2015-06-07,Sunday,d 1591,,2015,6
2015-06-08,Monday,d 1592,,2015,6
2015-06-09,Tuesday,d 1593,,2015,6
2015-06-10,Wednesday,d 1594,,2015,6
2015-06-11,Thursday,d 1595,,2015,6
2015-06-12,Friday,d 1596,,2015,6
2015-06-13,Saturday,d 1597,,2015,6
2015-06-14,Sunday,d 1598,,2015,6
2015-06-15,Monday,d 1599,,2015,6
2015-06-16,Tuesday,d 1600,,2015,6
2015-06-17,Wednesday,d 1601,,2015,6
2015-06-18,Thursday,d 1602,Ramadan starts,2015,6
2015-06-19,Friday,d 1603,,2015,6
2015-06-20,Saturday,d 1604,,2015,6
2015-06-21,Sunday,d 1605,,2015,6
2015-06-22,Monday,d 1606,,2015,6
2015-06-23,Tuesday,d 1607,,2015,6
2015-06-24,Wednesday,d 1608,,2015,6
2015-06-25,Thursday,d 1609,,2015,6
2015-06-26,Friday,d 1610,,2015,6
2015-06-27,Saturday,d 1611,,2015,6
2015-06-28,Sunday,d 1612,,2015,6
2015-06-29,Monday,d 1613,,2015,6
2015-06-30,Tuesday,d 1614,,2015,6
2015-07-01,Wednesday,d 1615,,2015,7
2015-07-02,Thursday,d 1616,,2015,7
2015-07-03,Friday,d 1617,,2015,7
2015-07-04,Saturday,d 1618,,2015,7
2015-07-05,Sunday,d 1619,,2015,7
2015-07-06,Monday,d 1620,,2015,7
2015-07-07,Tuesday,d 1621,,2015,7
2015-07-08,Wednesday,d 1622,,2015,7
2015-07-09,Thursday,d 1623,,2015,7
2015-07-10,Friday,d 1624,,2015,7
2015-07-11,Saturday,d 1625,,2015,7
2015-07-12,Sunday,d 1626,,2015,7
2015-07-13,Monday,d 1627,,2015,7
2015-07-14,Tuesday,d 1628,,2015,7
2015-07-15,Wednesday,d 1629,,2015,7
2015-07-16,Thursday,d 1630,,2015,7
2015-07-17,Friday,d 1631,,2015,7
2015-07-18,Saturday,d 1632,,2015,7
2015-07-19,Sunday,d 1633,,2015,7
2015-07-20,Monday,d 1634,,2015,7
2015-07-21,Tuesday,d 1635,,2015,7
2015-07-22,Wednesday,d 1636,,2015,7
2015-07-23,Thursday,d 1637,,2015,7
2015-07-24,Friday,d 1638,,2015,7
2015-07-25,Saturday,d 1639,,2015,7
2015-07-26,Sunday,d 1640,,2015,7
2015-07-27,Monday,d 1641,,2015,7
2015-07-28,Tuesday,d 1642,,2015,7
2015-07-29,Wednesday,d 1643,,2015,7
2015-07-30,Thursday,d 1644,,2015,7
2015-07-31,Friday,d 1645,,2015,7
2015-08-01,Saturday,d 1646,,2015,8
2015-08-02,Sunday,d 1647,,2015,8
2015-08-03,Monday,d 1648,,2015,8
2015-08-04,Tuesday,d 1649,,2015,8
2015-08-05,Wednesday,d 1650,,2015,8
2015-08-06,Thursday,d 1651,,2015,8
2015-08-07,Friday,d 1652,,2015,8
2015-08-08,Saturday,d 1653,,2015,8
2015-08-09,Sunday,d 1654,,2015,8
2015-08-10,Monday,d 1655,,2015,8
2015-08-11,Tuesday,d 1656,,2015,8
2015-08-12,Wednesday,d 1657,,2015,8
2015-08-13,Thursday,d 1658,,2015,8
2015-08-14,Friday,d 1659,,2015,8
2015-08-15,Saturday,d 1660,,2015,8
2015-08-16,Sunday,d 1661,,2015,8
2015-08-17,Monday,d 1662,,2015,8
2015-08-18,Tuesday,d 1663,,2015,8
2015-08-19,Wednesday,d 1664,,2015,8
2015-08-20,Thursday,d 1665,,2015,8
2015-08-21,Friday,d 1666,,2015,8
2015-08-22,Saturday,d 1667,,2015,8
2015-08-23,Sunday,d 1668,,2015,8
2015-08-24,Monday,d 1669,,2015,8
2015-08-25,Tuesday,d 1670,,2015,8
2015-08-26,Wednesday,d 1671,,2015,8
2015-08-27,Thursday,d 1672,,2015,8
2015-08-28,Friday,d 1673,,2015,8
2015-08-29,Saturday,d 1674,,2015,8
2015-08-30,Sunday,d 1675,,2015,8
2015-08-31,Monday,d 1676,,2015,8
2015-09-01,Tuesday,d 1677,,2015,9
2015-09-02,Wednesday,d 1678,,2015,9
2015-09-03,Thursday,d 1679,,2015,9
2015-09-04,Friday,d 1680,,2015,9
2015-09-05,Saturday,d 1681,,2015,9
2015-09-06,Sunday,d 1682,,2015,9
2015-09-07,Monday,d 1683,,2015,9
2015-09-08,Tuesday,d 1684,,2015,9
2015-09-09,Wednesday,d 1685,,2015,9
2015-09-10,Thursday,d 1686,,2015,9
2015-09-11,Friday,d 1687,,2015,9
2015-09-12,Saturday,d 1688,,2015,9
2015-09-13,Sunday,d 1689,,2015,9
2015-09-14,Monday,d 1690,,2015,9
2015-09-15,Tuesday,d 1691,,2015,9
2015-09-16,Wednesday,d 1692,,2015,9
2015-09-17,Thursday,d 1693,,2015,9
2015-09-18,Friday,d 1694,,2015,9
2015-09-19,Saturday,d 1695,,2015,9
2015-09-20,Sunday,d 1696,,2015,9
2015-09-21,Monday,d 1697,,2015,9
2015-09-22,Tuesday,d 1698,,2015,9
2015-09-23,Wednesday,d 1699,,2015,9
2015-09-24,Thursday,d 1700,,2015,9
2015-09-25,Friday,d 1701,,2015,9
2015-09-26,Saturday,d 1702,,2015,9
2015-09-27,Sunday,d 1703,,2015,9
2015-09-28,Monday,d 1704,,2015,9
2015-09-29,Tuesday,d 1705,,2015,9
2015-09-30,Wednesday,d 1706,,2015,9
2015-10-01,Thursday,d 1707,,2015,10
2015-10-02,Friday,d 1708,,2015,10
2015-10-03,Saturday,d 1709,,2015,10
2015-10-04,Sunday,d 1710,,2015,10
2015-10-05,Monday,d 1711,,2015,10
2015-10-06,Tuesday,d 1712,,2015,10
2015-10-07,Wednesday,d 1713,,2015,10
2015-10-08,Thursday,d 1714,,2015,10
2015-10-09,Friday,d 1715,,2015,10
2015-10-10,Saturday,d 1716,,2015,10
2015-10-11,Sunday,d 1717,,2015,10
2015-10-12,Monday,d 1718,,2015,10
2015-10-13,Tuesday,d 1719,,2015,10
2015-10-14,Wednesday,d 1720,,2015,10
2015-10-15,Thursday,d 1721,,2015,10
2015-10-16,Friday,d 1722,,2015,10
2015-10-17,Saturday,d 1723,,2015,10
2015-10-18,Sunday,d 1724,,2015,10
2015-10-19,Monday,d 1725,,2015,10
2015-10-20,Tuesday,d 1726,,2015,10
2015-10-21,Wednesday,d 1727,,2015,10
2015-10-22,Thursday,d 1728,,2015,10
2015-10-23,Friday,d 1729,,2015,10
2015-10-24,Saturday,d 1730,,2015,10
2015-10-25,Sunday,d 1731,,2015,10
2015-10-26,Monday,d 1732,,2015,10
2015-10-27,Tuesday,d 1733,,2015,10
2015-10-28,Wednesday,d 1734,,2015,10
2015-10-29,Thursday,d 1735,,2015,10
2015-10-30,Friday,d 1736,,2015,10
2015-10-31,Saturday,d 1737,,2015,10
2015-11-01,Sunday,d 1738,,2015,11
2015-11-02,Monday,d 1739,,2015,11
2015-11-03,Tuesday,d 1740,,2015,11
2015-11-04,Wednesday,d 1741,,2015,11
2015-11-05,Thursday,d 1742,,2015,11
2015-11-06,Friday,d 1743,,2015,11
2015-11-07,Saturday,d 1744,,2015,11
2015-11-08,Sunday,d 1745,,2015,11
2015-11-09,Monday,d 1746,,2015,11
2015-11-10,Tuesday,d 1747,,2015,11
2015-11-11,Wednesday,d 1748,,2015,11
2015-11-12,Thursday,d 1749,,2015,11
2015-11-13,Friday,d 1750,,2015,11
2015-11-14,Saturday,d 1751,,2015,11
2015-11-15,Sunday,d 1752,,2015,11
2015-11-16,Monday,d 1753,,2015,11
2015-11-17,Tuesday,d 1754,,2015,11
2015-11-18,Wednesday,d 1755,,2015,11
2015-11-19,Thursday,d 1756,,2015,11
2015-11-20,Friday,d 1757,,2015,11
2015-11-21,Saturday,d 1758,,2015,11
2015-11-22,Sunday,d 1759,,2015,11
2015-11-23,Monday,d 1760,,2015,11
2015-11-24,Tuesday,d 1761,,2015,11
2015-11-25,Wednesday,d 1762,,2015,11
2015-11-26,Thursday,d 1763,Thanksgiving,2015,11
2015-11-27,Friday,d 1764,,2015,11
2015-11-28,Saturday,d 1765,,2015,11
2015-11-29,Sunday,d 1766,,2015,11
2015-11-30,Monday,d 1767,,2015,11
2015-12-01,Tuesday,d 1768,,2015,12
2015-12-02,Wednesday,d 1769,,2015,12
2015-12-03,Thursday,d 1770,,2015,12
2015-12-04,Friday,d 1771,,2015,12
2015-12-05,Saturday,d 1772,,2015,12
2015-12-06,Sunday,d 1773,,2015,12
2015-12-07,Monday,d 1774,,2015,12
2015-12-08,Tuesday,d 1775,,2015,12
2015-12-09,Wednesday,d 1776,,2015,12
2015-12-10,Thursday,d 1777,,2015,12
2015-12-11,Friday,d 1778,,2015,12
2015-12-12,Saturday,d 1779,,2015,12
2015-12-13,Sunday,d 1780,,2015,12
2015-12-14,Monday,d 1781,,2015,12
2015-12-15,Tuesday,d 1782,,2015,12
2015-12-16,Wednesday,d 1783,,2015,12
2015-12-17,Thursday,d 1784,,2015,12
2015-12-18,Friday,d 1785,,2015,12
2015-12-19,Saturday,d 1786,,2015,12
2015-12-20,Sunday,d 1787,,2015,12
2015-12-21,Monday,d 1788,,2015,12
2015-12-22,Tuesday,d 1789,,2015,12
2015-12-23,Wednesday,d 1790,,2015,12
2015-12-24,Thursday,d 1791,,2015,12
2015-12-25,Friday,d 1792,Christmas,2015,12
2015-12-26,Saturday,d 1793,,2015,12
2015-12-27,Sunday,d 1794,,2015,12
2015-12-28,Monday,d 1795,,2015,12
2015-12-29,Tuesday,d 1796,,2015,12
2015-12-30,Wednesday,d 1797,,2015,12
2015-12-31,Thursday,d 1798,,2015,12
2016-01-01,Friday,d 1799,NewYear,2016,1
2016-01-02,Saturday,d 1800,,2016,1
2016-01-03,Sunday,d 1801,,2016,1
2016-01-04,Monday,d 1802,,2016,1
2016-01-05,Tuesday,d 1803,,2016,1
2016-01-06,Wednesday,d 1804,,2016,1
2016-01-07,Thursday,d 1805,,2016,1
2016-01-08,Friday,d 1806,,2016,1
2016-01-09,Saturday,d 1807,,2016,1
2016-01-10,Sunday,d 1808,,2016,1
2016-01-11,Monday,d 1809,,2016,1
2016-01-12,Tuesday,d 1810,,2016,1
2016-01-13,Wednesday,d 1811,,2016,1
2016-01-14,Thursday,d 1812,,2016,1
2016-01-15,Friday,d 1813,,2016,1
2016-01-16,Saturday,d 1814,,2016,1
2016-01-17,Sunday,d 1815,,2016,1
2016-01-18,Monday,d 1816,,2016,1
2016-01-19,Tuesday,d 1817,,2016,1
2016-01-20,Wednesday,d 1818,,2016,1
2016-01-21,Thursday,d 1819,,2016,1
2016-01-22,Friday,d 1820,,2016,1
2016-01-23,Saturday,d 1821,,2016,1
2016-01-24,Sunday,d 1822,,2016,1
2016-01-25,Monday,d 1823,,2016,1
2016-01-26,Tuesday,d 1824,,2016,1
2016-01-27,Wednesday,d 1825,,2016,1
2016-01-28,Thursday,d 1826,,2016,1
2016-01-29,Friday,d 1827,,2016,1
2016-01-30,Saturday,d 1828,,2016,1
2016-01-31,Sunday,d 1829,,2016,1
2016-02-01,Monday,d 1830,,2016,2
2016-02-02,Tuesday,d 1831,,2016,2
2016-02-03,Wednesday,d 1832,,2016,2
2016-02-04,Thursday,d 1833,,2016,2
2016-02-05,Friday,d 1834,,2016,2
2016-02-06,Saturday,d 1835,,2016,2
2016-02-07,Sunday,d 1836,SuperBowl,2016,2
2016-02-08,Monday,d 1837,,2016,2
2016-02-09,Tuesday,d 1838,,2016,2
2016-02-10,Wednesday,d 1839,,2016,2
2016-02-11,Thursday,d 1840,,2016,2
2016-02-12,Friday,d 1841,,2016,2
2016-02-13,Saturday,d 1842,,2016,2
2016-02-14,Sunday,d 1843,,2016,2
2016-02-15,Monday,d 1844,,2016,2
2016-02-16,Tuesday,d 1845,,2016,2
2016-02-17,Wednesday,d 1846,,2016,2
2016-02-18,Thursday,d 1847,,2016,2
2016-02-19,Friday,d 1848,,2016,2
2016-02-20,Saturday,d 1849,,2016,2
2016-02-21,Sunday,d 1850,,2016,2
2016-02-22,Monday,d 1851,,2016,2
2016-02-23,Tuesday,d 1852,,2016,2
2016-02-24,Wednesday,d 1853,,2016,2
2016-02-25,Thursday,d 1854,,2016,2
2016-02-26,Friday,d 1855,,2016,2
2016-02-27,Saturday,d 1856,,2016,2
